Alg Name,Language,r,qID,confirmed,suspected,nFound,Call Counts,UBLB Time,Final Wash Time,BF Found,BF Time,Graph Size,Dataset Size
CMT UBLB,C++,9,624,800,4,804,0,210.813,0.693,804,88.037,5,804
CMT UBLB,C++,9,663,804,0,804,0,112.864,0,804,87.505,5,804
CMT UBLB,C++,9,702,766,16,781,0,77.629,1.656,781,84.704,5,804
CMT UBLB,C++,9,741,800,1,801,0,102.555,0.189,801,87.927,5,804
CMT UBLB,C++,11,0,804,0,804,0,13.538,0,804,93.162,5,804
CMT UBLB,C++,11,39,804,0,804,0,27.026,0,804,88.246,5,804
CMT UBLB,C++,11,78,804,0,804,0,16.021,0,804,87.629,5,804
CMT UBLB,C++,11,117,804,0,804,0,30.128,0,804,87.062,5,804
CMT UBLB,C++,11,156,798,3,801,0,83.673,0.428,801,90.981,5,804
CMT UBLB,C++,11,195,804,0,804,0,19.934,0,804,88.631,5,804
CMT UBLB,C++,11,234,804,0,804,0,31.981,0,804,87.968,5,804
CMT UBLB,C++,11,273,803,1,804,0,21.858,0.123,804,104.252,5,804
CMT UBLB,C++,11,312,804,0,804,0,69.231,0,804,94.123,5,804
CMT UBLB,C++,11,351,804,0,804,0,36.836,0,804,86.87,5,804
CMT UBLB,C++,11,390,804,0,804,0,87.239,0,804,90.884,5,804
CMT UBLB,C++,11,429,804,0,804,0,71.934,0,804,95.152,5,804
CMT UBLB,C++,11,468,804,0,804,0,30.451,0,804,90.117,5,804
CMT UBLB,C++,11,507,804,0,804,0,109.767,0,804,84.809,5,804
CMT UBLB,C++,11,546,798,6,804,0,197.274,0.731,804,85.521,5,804
CMT UBLB,C++,11,585,804,0,804,0,69.604,0,804,86.818,5,804
CMT UBLB,C++,11,624,804,0,804,0,37.98,0,804,91.98,5,804
CMT UBLB,C++,11,663,804,0,804,0,23.199,0,804,87.553,5,804
CMT UBLB,C++,11,702,799,5,804,0,34.499,0.608,804,101.6,5,804
CMT UBLB,C++,11,741,804,0,804,0,32.751,0,804,89.162,5,804
CMT UBLB,C++,13,0,804,0,804,0,2.243,0,804,84.285,5,804
CMT UBLB,C++,13,39,804,0,804,0,2.506,0,804,85.006,5,804
CMT UBLB,C++,13,78,804,0,804,0,1.667,0,804,83.796,5,804
CMT UBLB,C++,13,117,804,0,804,0,11.268,0,804,84.136,5,804
CMT UBLB,C++,13,156,804,0,804,0,0.989,0,804,84.554,5,804
CMT UBLB,C++,13,195,804,0,804,0,2.393,0,804,83.883,5,804
CMT UBLB,C++,13,234,804,0,804,0,13.966,0,804,84.378,5,804
CMT UBLB,C++,13,273,804,0,804,0,9.389,0,804,89.812,5,804
CMT UBLB,C++,13,312,804,0,804,0,17.06,0,804,106.119,5,804
CMT UBLB,C++,13,351,804,0,804,0,17.769,0.001,804,110.757,5,804
CMT UBLB,C++,13,390,804,0,804,0,5.191,0,804,108.404,5,804
CMT UBLB,C++,13,429,804,0,804,0,11.791,0,804,112.618,5,804
CMT UBLB,C++,13,468,804,0,804,0,7.913,0,804,155.2,5,804
CMT UBLB,C++,13,507,804,0,804,0,42.591,0,804,86.9,5,804
CMT UBLB,C++,13,546,804,0,804,0,30.108,0,804,87.708,5,804
CMT UBLB,C++,13,585,804,0,804,0,17.613,0,804,87.744,5,804
CMT UBLB,C++,13,624,804,0,804,0,3.146,0,804,92.701,5,804
CMT UBLB,C++,13,663,804,0,804,0,2.783,0,804,92.285,5,804
CMT UBLB,C++,13,702,804,0,804,0,14.01,0,804,86.68,5,804
CMT UBLB,C++,13,741,804,0,804,0,6.701,0,804,87.014,5,804
CMT UBLB,C++,15,0,804,0,804,0,2.355,0,804,85.334,5,804
CMT UBLB,C++,15,39,804,0,804,0,2.636,0,804,85.751,5,804
CMT UBLB,C++,15,78,804,0,804,0,1.733,0,804,84.623,5,804
CMT UBLB,C++,15,117,804,0,804,0,1.095,0,804,83.452,5,804
CMT UBLB,C++,15,156,804,0,804,0,0.996,0,804,84.597,5,804
CMT UBLB,C++,15,195,804,0,804,0,1.677,0,804,90.681,5,804
CMT UBLB,C++,15,234,804,0,804,0,3.136,0,804,97.959,5,804
CMT UBLB,C++,15,273,804,0,804,0,4.967,0,804,90.922,5,804
CMT UBLB,C++,15,312,804,0,804,0,5.838,0,804,87.532,5,804
CMT UBLB,C++,15,351,804,0,804,0,2.11,0,804,84.1,5,804
CMT UBLB,C++,15,390,804,0,804,0,2.68,0,804,86.36,5,804
CMT UBLB,C++,15,429,804,0,804,0,3.557,0,804,85.305,5,804
CMT UBLB,C++,15,468,804,0,804,0,2.447,0,804,86.243,5,804
CMT UBLB,C++,15,507,804,0,804,0,15.046,0,804,86.438,5,804
CMT UBLB,C++,15,546,804,0,804,0,3.052,0,804,88.612,5,804
CMT UBLB,C++,15,585,804,0,804,0,3.054,0,804,87.369,5,804
CMT UBLB,C++,15,624,804,0,804,0,3.276,0,804,89.7,5,804
CMT UBLB,C++,15,663,804,0,804,0,2.224,0,804,87.709,5,804
CMT UBLB,C++,15,702,804,0,804,0,2.081,0.001,804,88.187,5,804
CMT UBLB,C++,15,741,804,0,804,0,3.344,0,804,88.282,5,804
CMT UBLB,C++,1,0,6,0,6,0,306.447,0.001,6,5.012,7,1500
CMT UBLB,C++,1,74,9,0,9,0,168.001,0,9,2.376,7,1500
CMT UBLB,C++,1,148,4,2,4,0,669.471,0.006,4,10.194,7,1500
CMT UBLB,C++,1,222,2,5,5,0,551.751,0.346,5,2.882,7,1500
CMT UBLB,C++,1,296,7,4,7,0,490.698,0.472,7,5.049,7,1500
CMT UBLB,C++,1,370,11,6,11,0,686.985,0.467,11,7.606,7,1500
CMT UBLB,C++,1,444,8,4,9,0,694.366,0.346,9,7.494,7,1500
CMT UBLB,C++,1,518,2,8,2,0,806.05,0.465,2,6.701,7,1500
CMT UBLB,C++,1,592,5,13,6,0,547.082,0.99,6,5.46,7,1500
CMT UBLB,C++,1,666,1,1,2,0,425.758,0.154,2,1.772,7,1500
CMT UBLB,C++,1,740,4,0,4,0,865.524,0.001,4,4.42,7,1500
CMT UBLB,C++,1,814,5,2,6,0,999.998,0.3,6,3.688,7,1500
CMT UBLB,C++,1,888,2,0,2,0,537.316,0.001,2,2.598,7,1500
CMT UBLB,C++,1,962,2,0,2,0,311.858,0.001,2,1.868,7,1500
CMT UBLB,C++,1,1036,4,0,4,0,121.428,0,4,1.898,7,1500
CMT UBLB,C++,1,1110,6,1,7,0,540.608,0.12,7,2.114,7,1500
CMT UBLB,C++,1,1184,15,0,15,0,154.413,0.001,15,2.796,7,1500
CMT UBLB,C++,1,1258,3,0,3,0,161.607,0.001,3,1.937,7,1500
CMT UBLB,C++,1,1332,6,12,8,0,729.325,0.677,8,7.107,7,1500
CMT UBLB,C++,1,1406,1,0,1,0,268.305,0,1,1.651,7,1500
CMT UBLB,C++,3,0,58,65,59,0,1815.13,4.751,59,28.58,7,1500
CMT UBLB,C++,3,74,41,9,41,0,785.219,0.848,41,8.231,7,1500
CMT UBLB,C++,3,148,99,266,111,0,2506.18,28.994,111,79.282,7,1500
CMT UBLB,C++,3,222,60,207,136,0,1799.98,16.703,136,37.707,7,1500
CMT UBLB,C++,3,296,83,89,95,0,1594.44,5.745,95,31.044,7,1500
CMT UBLB,C++,3,370,126,205,141,0,2210.51,16.888,141,56.291,7,1500
CMT UBLB,C++,3,444,105,285,157,0,2018.68,29.958,157,57.712,7,1500
CMT UBLB,C++,3,518,90,240,103,0,2331.27,23.928,103,59.562,7,1500
CMT UBLB,C++,3,592,150,284,224,0,2301.07,28.969,224,60.655,7,1500
CMT UBLB,C++,3,666,6,5,8,0,1572.56,0.499,8,11.941,7,1500
CMT UBLB,C++,3,740,15,26,18,0,2348.52,2.317,18,42.187,7,1500
CMT UBLB,C++,3,814,32,122,53,0,1994.83,11.309,53,30.716,7,1500
CMT UBLB,C++,3,888,15,31,15,0,1816.99,1.996,15,20.778,7,1500
CMT UBLB,C++,3,962,7,3,7,0,1393.6,0.361,7,13.082,7,1500
CMT UBLB,C++,3,1036,14,11,14,0,993.902,0.954,14,10.015,7,1500
CMT UBLB,C++,3,1110,56,166,132,0,1109.05,12.462,132,26.612,7,1500
CMT UBLB,C++,3,1184,28,16,38,0,625.704,1.71,38,7.315,7,1500
CMT UBLB,C++,3,1258,9,4,9,0,767.1,0.375,9,7.654,7,1500
CMT UBLB,C++,3,1332,98,332,246,0,1863.09,35.96,246,48.828,7,1500
CMT UBLB,C++,3,1406,4,1,4,0,995.868,0.138,4,2.772,7,1500
CMT UBLB,C++,5,0,322,335,368,0,2567.19,33.214,368,92.438,7,1500
CMT UBLB,C++,5,74,161,95,175,0,1788.45,9.093,175,50.851,7,1500
CMT UBLB,C++,5,148,558,548,746,0,2872.72,73.702,746,181.159,7,1500
CMT UBLB,C++,5,222,262,679,619,0,2049.69,79.955,619,128.266,7,1500
CMT UBLB,C++,5,296,391,458,507,0,2468.17,44.113,507,159.93,7,1500
CMT UBLB,C++,5,370,533,538,695,0,2556.85,61.501,695,141.426,7,1500
CMT UBLB,C++,5,444,451,585,711,0,2269.61,69.796,711,123.72,7,1500
CMT UBLB,C++,5,518,566,535,784,0,2659.55,62.5,784,135.822,7,1500
CMT UBLB,C++,5,592,613,495,860,0,2558.18,50.803,860,127.679,7,1500
CMT UBLB,C++,5,666,47,225,76,0,2737.81,19.36,76,76.936,7,1500
CMT UBLB,C++,5,740,158,617,223,0,3154.32,73.124,223,124.183,7,1500
CMT UBLB,C++,5,814,201,653,472,0,2413.41,72.881,472,117.499,7,1500
CMT UBLB,C++,5,888,155,315,204,0,2763.49,30.318,204,84.616,7,1500
CMT UBLB,C++,5,962,61,254,70,0,2277.27,24.113,70,81.205,7,1500
CMT UBLB,C++,5,1036,119,126,120,0,2184.62,12.814,120,53.302,7,1500
CMT UBLB,C++,5,1110,181,697,570,0,1366.35,77.64,570,104.068,7,1500
CMT UBLB,C++,5,1184,74,225,147,0,1279.9,17.051,147,29.871,7,1500
CMT UBLB,C++,5,1258,61,106,69,0,1812.23,10.93,69,65.639,7,1500
CMT UBLB,C++,5,1332,426,610,797,0,1979.05,61.918,797,111.068,7,1500
CMT UBLB,C++,5,1406,20,204,36,0,1716.31,13.873,36,29.359,7,1500
CMT UBLB,C++,7,0,789,593,1033,0,2493.36,68.612,1033,181.616,7,1500
CMT UBLB,C++,7,74,514,366,575,0,2339.17,40.729,575,121.545,7,1500
CMT UBLB,C++,7,148,1056,316,1254,0,2395.34,39.378,1254,153.525,7,1500
CMT UBLB,C++,7,222,659,681,1144,0,1904.68,84.75,1144,168.177,7,1500
CMT UBLB,C++,7,296,842,559,1172,0,2381.78,66.966,1172,166.141,7,1500
CMT UBLB,C++,7,370,990,386,1283,0,2211.07,45.969,1283,155.474,7,1500
CMT UBLB,C++,7,444,811,486,1180,0,1916.95,57.629,1180,142.929,7,1500
CMT UBLB,C++,7,518,994,356,1243,0,2348.32,40.506,1243,151.831,7,1500
CMT UBLB,C++,7,592,1058,256,1222,0,2160.17,27.929,1222,146.073,7,1500
CMT UBLB,C++,7,666,377,781,709,0,3079.49,92.464,709,164.124,7,1500
CMT UBLB,C++,7,740,658,605,1057,0,3191.11,81.874,1057,170.386,7,1500
CMT UBLB,C++,7,814,604,686,1087,0,2491,84.941,1087,166.105,7,1500
CMT UBLB,C++,7,888,618,701,918,0,2872.12,80.08,918,165.766,7,1500
CMT UBLB,C++,7,962,539,735,816,0,2563.5,86.84,816,164.913,7,1500
CMT UBLB,C++,7,1036,499,388,541,0,2594.66,43.112,541,122.404,7,1500
CMT UBLB,C++,7,1110,462,778,1088,0,1359.85,91.596,1088,141.728,7,1500
CMT UBLB,C++,7,1184,275,596,586,0,1548.21,54.108,586,91.936,7,1500
CMT UBLB,C++,7,1258,368,651,472,0,2375.33,80.609,472,149.389,7,1500
CMT UBLB,C++,7,1332,866,401,1202,0,1700.48,45.123,1202,136.726,7,1500
CMT UBLB,C++,7,1406,160,954,645,0,1926.91,116.911,645,158.946,7,1500
CMT UBLB,C++,9,0,1247,217,1450,0,1981.92,24.716,1450,161.407,7,1500
CMT UBLB,C++,9,74,1034,433,1264,0,2195.55,60.059,1264,175.255,7,1500
CMT UBLB,C++,9,148,1330,94,1400,0,1733.45,9.15,1400,149.26,7,1500
CMT UBLB,C++,9,222,1099,312,1389,0,1564.63,36.619,1389,155.363,7,1500
CMT UBLB,C++,9,296,1252,217,1462,0,1793.34,23.481,1462,154.069,7,1500
CMT UBLB,C++,9,370,1324,141,1457,0,1491.47,16.208,1457,152.499,7,1500
CMT UBLB,C++,9,444,1122,272,1360,0,1560.3,32.89,1360,150.12,7,1500
CMT UBLB,C++,9,518,1297,129,1405,0,1864.32,13.175,1405,147.567,7,1500
CMT UBLB,C++,9,592,1317,81,1379,0,1583.03,8.933,1379,166.354,7,1500
CMT UBLB,C++,9,666,886,518,1305,0,2906.32,59.092,1305,164.022,7,1500
CMT UBLB,C++,9,740,1118,294,1333,0,2658.15,34.333,1333,162.238,7,1500
CMT UBLB,C++,9,814,1070,354,1369,0,2118.51,45.567,1369,160.538,7,1500
CMT UBLB,C++,9,888,1132,332,1404,0,2318.76,33.466,1404,159.232,7,1500
CMT UBLB,C++,9,962,1107,308,1366,0,2324.93,34.231,1366,161.083,7,1500
CMT UBLB,C++,9,1036,985,463,1175,0,2370.83,66.352,1175,175.441,7,1500
CMT UBLB,C++,9,1110,925,454,1336,0,1171.32,52.145,1336,149.792,7,1500
CMT UBLB,C++,9,1184,677,753,1231,0,1529.99,82.592,1231,152.181,7,1500
CMT UBLB,C++,9,1258,1026,401,1290,0,2188.28,51.972,1290,205.063,7,1500
CMT UBLB,C++,9,1332,1198,188,1353,0,1267.62,24.747,1353,151.822,7,1500
CMT UBLB,C++,9,1406,655,722,1290,0,1809.44,82.424,1290,164.653,7,1500
CMT UBLB,C++,11,0,1424,56,1479,0,1197.81,5.969,1479,157.851,7,1500
CMT UBLB,C++,11,74,1402,96,1492,0,1481.6,11.432,1492,153.438,7,1500
CMT UBLB,C++,11,148,1440,36,1474,0,887.403,3.897,1474,148.259,7,1500
CMT UBLB,C++,11,222,1341,136,1470,0,1013.18,15.061,1470,155.411,7,1500
CMT UBLB,C++,11,296,1429,51,1479,0,932.369,5.8,1479,153.261,7,1500
CMT UBLB,C++,11,370,1436,44,1477,0,878.62,4.629,1477,149.99,7,1500
CMT UBLB,C++,11,444,1334,112,1436,0,926.131,11.354,1436,143.06,7,1500
CMT UBLB,C++,11,518,1428,48,1474,0,905.332,5.029,1474,151.433,7,1500
CMT UBLB,C++,11,592,1401,73,1438,0,954.772,7.714,1438,153.963,7,1500
CMT UBLB,C++,11,666,1272,195,1429,0,2184.07,17.914,1429,152.156,7,1500
CMT UBLB,C++,11,740,1374,102,1442,0,1710.39,11.085,1442,152.198,7,1500
CMT UBLB,C++,11,814,1376,101,1470,0,1171.43,10.663,1470,152.852,7,1500
CMT UBLB,C++,11,888,1408,69,1471,0,1526.3,7.246,1471,157.433,7,1500
CMT UBLB,C++,11,962,1392,84,1443,0,1546.04,9.238,1443,152.465,7,1500
CMT UBLB,C++,11,1036,1349,132,1474,0,1893.33,15.038,1474,152.643,7,1500
CMT UBLB,C++,11,1110,1232,195,1408,0,907.129,20.845,1408,156.97,7,1500
CMT UBLB,C++,11,1184,1134,344,1475,0,1174.46,36.187,1475,155.454,7,1500
CMT UBLB,C++,11,1258,1399,98,1491,0,1470.92,10.964,1491,149.958,7,1500
CMT UBLB,C++,11,1332,1354,86,1429,0,732.525,8.374,1429,150.778,7,1500
CMT UBLB,C++,11,1406,1168,255,1408,0,1534.77,27.496,1408,159.225,7,1500
CMT UBLB,C++,13,0,1494,6,1500,0,425.122,0.687,1500,147.087,7,1500
CMT UBLB,C++,13,74,1487,13,1499,0,549.311,1.316,1499,144.783,7,1500
CMT UBLB,C++,13,148,1485,15,1500,0,445.976,1.553,1500,146.902,7,1500
CMT UBLB,C++,13,222,1463,28,1481,0,488.962,3.056,1481,166.451,7,1500
CMT UBLB,C++,13,296,1496,4,1500,0,323.151,0.462,1500,153.516,7,1500
CMT UBLB,C++,13,370,1476,24,1489,0,453.187,2.604,1489,150.169,7,1500
CMT UBLB,C++,13,444,1475,24,1499,0,321.514,2.668,1499,145.968,7,1500
CMT UBLB,C++,13,518,1497,3,1500,0,319.458,0.388,1500,146.251,7,1500
CMT UBLB,C++,13,592,1479,20,1499,0,360.443,2.15,1499,216.636,7,1500
CMT UBLB,C++,13,666,1445,34,1478,0,904.021,3.595,1478,154.868,7,1500
CMT UBLB,C++,13,740,1463,18,1480,0,613.75,1.99,1480,151.647,7,1500
CMT UBLB,C++,13,814,1463,17,1480,0,691.976,1.88,1480,156.737,7,1500
CMT UBLB,C++,13,888,1464,36,1482,0,714.69,3.96,1482,149.796,7,1500
CMT UBLB,C++,13,962,1491,9,1499,0,562.245,0.977,1499,148.288,7,1500
CMT UBLB,C++,13,1036,1478,22,1500,0,970.454,2.32,1500,145.427,7,1500
CMT UBLB,C++,13,1110,1390,98,1477,0,644.02,9.92,1477,164.492,7,1500
CMT UBLB,C++,13,1184,1438,62,1499,0,712.677,6.545,1499,147.513,7,1500
CMT UBLB,C++,13,1258,1497,3,1499,0,780.837,0.794,1499,207.045,7,1500
CMT UBLB,C++,13,1332,1456,23,1479,0,390.621,2.408,1479,152.376,7,1500
CMT UBLB,C++,13,1406,1421,60,1476,0,969.815,6.492,1476,164.866,7,1500
CMT UBLB,C++,15,0,1499,1,1500,0,195.585,0.114,1500,146.866,7,1500
CMT UBLB,C++,15,74,1497,3,1500,0,236.839,0.382,1500,145.179,7,1500
CMT UBLB,C++,15,148,1497,3,1500,0,118.444,0.325,1500,145.512,7,1500
CMT UBLB,C++,15,222,1498,2,1500,0,211.878,0.215,1500,144.038,7,1500
CMT UBLB,C++,15,296,1500,0,1500,0,149.024,0.001,1500,147.042,7,1500
CMT UBLB,C++,15,370,1499,1,1500,0,129.647,0.105,1500,146.265,7,1500
CMT UBLB,C++,15,444,1493,7,1500,0,87.166,0.704,1500,144.813,7,1500
CMT UBLB,C++,15,518,1498,2,1500,0,123.439,0.21,1500,146.2,7,1500
CMT UBLB,C++,15,592,1498,2,1500,0,151.393,0.252,1500,149.308,7,1500
CMT UBLB,C++,15,666,1495,5,1500,0,285.642,0.615,1500,193.1,7,1500
CMT UBLB,C++,15,740,1499,1,1500,0,341.158,0.119,1500,149.386,7,1500
CMT UBLB,C++,15,814,1494,6,1500,0,331.443,0.655,1500,144.49,7,1500
CMT UBLB,C++,15,888,1498,2,1500,0,247.911,0.256,1500,148.004,7,1500
CMT UBLB,C++,15,962,1499,1,1500,0,196.16,0.147,1500,148.537,7,1500
CMT UBLB,C++,15,1036,1498,2,1500,0,429.64,0.276,1500,148.348,7,1500
CMT UBLB,C++,15,1110,1487,13,1500,0,228.648,1.318,1500,146.064,7,1500
CMT UBLB,C++,15,1184,1494,6,1500,0,321.695,0.709,1500,148.761,7,1500
CMT UBLB,C++,15,1258,1499,1,1500,0,244.403,0.114,1500,145.392,7,1500
CMT UBLB,C++,15,1332,1490,10,1500,0,152.151,1.036,1500,144.274,7,1500
CMT UBLB,C++,15,1406,1496,4,1500,0,541.272,0.434,1500,146.897,7,1500
CMT UBLB,C++,1,0,7,0,7,0,275.196,0,7,5.459,7,1728
CMT UBLB,C++,1,85,27,4,27,0,346.551,0.388,27,11.451,7,1728
CMT UBLB,C++,1,170,5,4,6,0,539.44,0.126,6,2.947,7,1728
CMT UBLB,C++,1,255,14,0,14,0,77.083,0,14,2.779,7,1728
CMT UBLB,C++,1,340,13,0,13,0,727.526,0.001,13,5.841,7,1728
CMT UBLB,C++,1,425,3,11,3,0,1291.21,0.566,3,6.418,7,1728
CMT UBLB,C++,1,510,4,2,5,0,697.013,0.266,5,3.345,7,1728
CMT UBLB,C++,1,595,4,3,4,0,86.264,0.139,4,2.912,7,1728
CMT UBLB,C++,1,680,3,1,3,0,210.489,0.152,3,3.528,7,1728
CMT UBLB,C++,1,765,2,1,2,0,601.955,0.134,2,2.012,7,1728
CMT UBLB,C++,1,850,1,0,1,0,834.412,0.001,1,1.785,7,1728
CMT UBLB,C++,1,935,4,7,5,0,899.293,0.384,5,4.029,7,1728
CMT UBLB,C++,1,1020,1,4,2,0,1083.65,0.377,2,4.353,7,1728
CMT UBLB,C++,1,1105,8,0,8,0,96.123,0,8,2.535,7,1728
CMT UBLB,C++,1,1190,4,1,5,0,619.13,0.122,5,2.923,7,1728
CMT UBLB,C++,1,1275,3,0,3,0,770.603,0.001,3,3.171,7,1728
CMT UBLB,C++,1,1360,1,0,1,0,803.616,0.001,1,3.223,7,1728
CMT UBLB,C++,1,1445,3,2,4,0,591.622,0.169,4,2.456,7,1728
CMT UBLB,C++,1,1530,4,0,4,0,91.437,0.001,4,2.263,7,1728
CMT UBLB,C++,1,1615,3,2,4,0,68.671,0.232,4,2.106,7,1728
CMT UBLB,C++,3,0,70,74,72,0,1820.06,5.714,72,34.394,7,1728
CMT UBLB,C++,3,85,154,178,166,0,2323.74,15.482,166,62.83,7,1728
CMT UBLB,C++,3,170,61,173,107,0,1888,12.951,107,35.21,7,1728
CMT UBLB,C++,3,255,28,17,38,0,522.758,1.806,38,7.613,7,1728
CMT UBLB,C++,3,340,32,214,53,0,1883.02,23.955,53,53.194,7,1728
CMT UBLB,C++,3,425,64,352,151,0,2947.82,34.824,151,66.328,7,1728
CMT UBLB,C++,3,510,52,112,57,0,2482.53,10.576,57,44.808,7,1728
CMT UBLB,C++,3,595,95,125,103,0,1044.2,10.669,103,36.715,7,1728
CMT UBLB,C++,3,680,51,45,53,0,1530.92,2.999,53,27.953,7,1728
CMT UBLB,C++,3,765,10,3,10,0,1917.79,0.262,10,14.438,7,1728
CMT UBLB,C++,3,850,38,110,40,0,2367.63,9.032,40,28.607,7,1728
CMT UBLB,C++,3,935,99,189,125,0,2449.53,14.737,125,50.146,7,1728
CMT UBLB,C++,3,1020,90,332,154,0,2838.85,27.647,154,67.586,7,1728
CMT UBLB,C++,3,1105,27,9,27,0,887.681,1,27,7.244,7,1728
CMT UBLB,C++,3,1190,54,119,95,0,1684.71,10.648,95,31.541,7,1728
CMT UBLB,C++,3,1275,50,160,86,0,1873.95,12.486,86,32.884,7,1728
CMT UBLB,C++,3,1360,18,33,20,0,2727.5,2.533,20,46.689,7,1728
CMT UBLB,C++,3,1445,57,166,109,0,1781.05,13.714,109,37.561,7,1728
CMT UBLB,C++,3,1530,48,29,49,0,1232.38,2.457,49,28.206,7,1728
CMT UBLB,C++,3,1615,18,18,25,0,1028.02,1.333,25,9.547,7,1728
CMT UBLB,C++,5,0,374,413,430,0,3191.47,58.845,430,170.169,7,1728
CMT UBLB,C++,5,85,623,661,776,0,4914.63,75.301,776,168.144,7,1728
CMT UBLB,C++,5,170,205,872,605,0,2256.58,100.285,605,147.627,7,1728
CMT UBLB,C++,5,255,84,258,168,0,1393.38,19.468,168,35.274,7,1728
CMT UBLB,C++,5,340,193,840,492,0,2703.16,112.192,492,146.498,7,1728
CMT UBLB,C++,5,425,321,832,748,0,3393.27,101.522,748,158.936,7,1728
CMT UBLB,C++,5,510,407,648,531,0,3088.67,82.976,531,193.103,7,1728
CMT UBLB,C++,5,595,556,535,628,0,2803.68,59.607,628,138.626,7,1728
CMT UBLB,C++,5,680,293,381,329,0,2831.93,48.884,329,145.103,7,1728
CMT UBLB,C++,5,765,116,463,122,0,3040.52,41.547,122,92.917,7,1728
CMT UBLB,C++,5,850,355,654,615,0,2922.61,73.326,615,141.688,7,1728
CMT UBLB,C++,5,935,548,523,672,0,3125.31,66.098,672,148.658,7,1728
CMT UBLB,C++,5,1020,517,717,852,0,3152.53,85.662,852,162.159,7,1728
CMT UBLB,C++,5,1105,110,46,110,0,2128.49,3.849,110,38.541,7,1728
CMT UBLB,C++,5,1190,202,816,555,0,2441.16,93.594,555,141.365,7,1728
CMT UBLB,C++,5,1275,175,842,556,0,2280.22,99.368,556,143.4,7,1728
CMT UBLB,C++,5,1360,282,774,369,0,3486.75,90.613,369,171.596,7,1728
CMT UBLB,C++,5,1445,382,724,669,0,2022.14,78.538,669,139.116,7,1728
CMT UBLB,C++,5,1530,340,454,399,0,2610.04,42.39,399,112.994,7,1728
CMT UBLB,C++,5,1615,164,451,216,0,2300.34,38.129,216,90.67,7,1728
CMT UBLB,C++,7,0,923,672,1201,0,3044.4,73.719,1201,212.633,7,1728
CMT UBLB,C++,7,85,1173,441,1499,0,3240.08,55.407,1499,187.499,7,1728
CMT UBLB,C++,7,170,641,880,1317,0,2327.7,134.485,1317,214.528,7,1728
CMT UBLB,C++,7,255,323,682,679,0,1914.51,68.154,679,114.127,7,1728
CMT UBLB,C++,7,340,629,812,1202,0,2776.3,108.504,1202,176.59,7,1728
CMT UBLB,C++,7,425,875,602,1341,0,3144.54,71.279,1341,176.587,7,1728
CMT UBLB,C++,7,510,940,548,1336,0,2921.97,65.833,1336,186.702,7,1728
CMT UBLB,C++,7,595,1201,322,1347,0,2515.93,45.701,1347,178.558,7,1728
CMT UBLB,C++,7,680,826,663,1065,0,2703.32,90.125,1065,171.054,7,1728
CMT UBLB,C++,7,765,758,743,1163,0,3200.3,84.904,1163,180.313,7,1728
CMT UBLB,C++,7,850,856,645,1262,0,2758.91,76.528,1262,189.46,7,1728
CMT UBLB,C++,7,935,1128,417,1373,0,2649.82,51.47,1373,172.203,7,1728
CMT UBLB,C++,7,1020,1047,495,1400,0,2848.81,56.006,1400,183.519,7,1728
CMT UBLB,C++,7,1105,488,484,545,0,2746.14,89.653,545,147.129,7,1728
CMT UBLB,C++,7,1190,529,931,1251,0,2088.77,117.625,1251,184.206,7,1728
CMT UBLB,C++,7,1275,559,924,1261,0,2141.07,115.27,1261,243.715,7,1728
CMT UBLB,C++,7,1360,1065,455,1346,0,3355.33,51.957,1346,182.394,7,1728
CMT UBLB,C++,7,1445,814,660,1325,0,2002.95,75.647,1325,168.771,7,1728
CMT UBLB,C++,7,1530,960,611,1311,0,2821.42,74.289,1311,184.539,7,1728
CMT UBLB,C++,7,1615,768,708,1121,0,2737.11,90.05,1121,177.99,7,1728
CMT UBLB,C++,9,0,1423,266,1673,0,2263.63,29.901,1673,182.225,7,1728
CMT UBLB,C++,9,85,1545,147,1685,0,2140.13,15.846,1685,175.444,7,1728
CMT UBLB,C++,9,170,1168,451,1596,0,1840.05,52.163,1596,177.834,7,1728
CMT UBLB,C++,9,255,801,852,1424,0,1636.19,92.498,1424,175.628,7,1728
CMT UBLB,C++,9,340,1148,465,1492,0,2199.46,59.792,1492,175.574,7,1728
CMT UBLB,C++,9,425,1367,253,1563,0,2464.44,31.231,1563,177.75,7,1728
CMT UBLB,C++,9,510,1393,234,1583,0,2169.56,25.477,1583,171.821,7,1728
CMT UBLB,C++,9,595,1524,112,1606,0,1953.74,12.704,1606,169.101,7,1728
CMT UBLB,C++,9,680,1394,238,1582,0,1465.45,28.949,1582,172.5,7,1728
CMT UBLB,C++,9,765,1364,288,1602,0,2663.28,31.899,1602,188.573,7,1728
CMT UBLB,C++,9,850,1305,331,1611,0,2243.12,38.185,1611,186.559,7,1728
CMT UBLB,C++,9,935,1484,138,1605,0,1886.13,14.282,1605,173.901,7,1728
CMT UBLB,C++,9,1020,1400,235,1597,0,1925.07,27.684,1597,179.226,7,1728
CMT UBLB,C++,9,1105,1177,506,1442,0,2537.34,66.136,1442,198.712,7,1728
CMT UBLB,C++,9,1190,1099,516,1557,0,1927.79,62.197,1557,183.347,7,1728
CMT UBLB,C++,9,1275,1098,518,1587,0,1887.38,61.391,1587,180.807,7,1728
CMT UBLB,C++,9,1360,1475,160,1602,0,2733.11,17.843,1602,178.242,7,1728
